CAS,Tc,Pc,Vc,Zc,SMILES,Chemical,omega,Tc_error,Pc_error,Vc_error,ID,name,Tt,Pt,Tb,MW,Reference,Tm,Hfs,Hfl,Hfg,S0s,S0l,S0g,Hsub,Hfus,Hvap,AntoineTmin,AntoineTmax,AntoineA,AntoineB,AntoineC
2384852,,,,,CCCCCCC#CCC,,,,,,,,,,320.33719,,,,,,21800.0,,,,,,,,,,,
2384863,,,,,CCCCCC#CCCC,,,,,,,,,,,,,,,,19900.0,,,,,,,,,,,
2384909,,,,,CCCC[CH]=[C]=[CH2],,,,,,,,,,376.9,,,,,,,,,,,,,,,,,
2385775,,,,,C[C@H](CCC=C(C)C)CC=O,,,,,,,,,,481.0,,,,,,,,,,,,,,,,,
2386267,,,,,CCOC(=O)c1[nH]c(C)c(C(C)=O)c1C,,,,,,,,,,,,,,-654500.0,,,,,,,,,,,,,
2386609,,,,,CCCC[S](Cl)(=O)=O,,,,,,,,,,,,,,,,,,,,,,55700.0,,,,,
2386621,,,,,CC[Al](Br)Br,,,,,,,,,,,,,,,-424600.0,,,,,,,,,,,,
2388105,,,,,[Li+].CC(C)[O-],,,,,,,,,,,,,,-499300.0,,,,,,,,,,,,,
2388127,,,,,CCCCCCCCCCCC(=O)OO,,,,,,,,,,,,,,,,,,,,131400.0,,,,,,,
23890326,,,,,C=CC1CC2CC1C=C2,,,,,,,,,,,,,,,114800.0,157000.0,,,,,,42200.0,,,,,
239305,,,,,o1c2ccccc2c3ccc4ccccc4c13,,,,,,,,,,662.0,,,,,,,,,,,,,,,,,
2390092,,,,,CCCCCCCC/C=C/CCCCCCCCCC(=O)OC,,,,,,,,,,,,,,,,,,,,,,115800.0,,,,,
2390945,,,,,CC1CCC(C)O1,,,,,,,,,,367.15,,,,,,,,,,,,,,,,,
2393239,,,,,COc1ccc(CN)cc1,,,,,,,,,,509.7,,,,,,,,,,,,,,,,,
23936609,,,,,CP(C)CCP(C)C,,,,,,,,,,461.2,,,,,,,,,,,,,,,,,
23947606,,,,,CCCCC1=C(C)NC(=NC1=O)NCC,,,,,,,,,,,,,434.35,,,,,,,,,,,,,,
23950585,,,,,CC(C)(NC(=O)c1cc(Cl)cc(Cl)c1)C#C,,,,,,,,,,,,,429.68,,,,,,,,,,,,,,
2396012,,,,,c1ccccc1,,,,,,,,,,,,,,,,339000.0,,,,,,,,,,,
2396603,,,,,COc1ccc(cc1)N=Nc2ccccc2,,,,,,,,,,613.2,,,,184000.0,,,,,,,,,,,,,
2396636,,,,,C#CCCCC#C,,,,,,,,,,384.75721,,,188.31,,,,,,,,,,,,,,
2396658,,,,,C#CCCCCCC#C,,,,,,,,,,435.19955,,,247.06491,,,,,,,,,,,,,,
2396841,,,,,CCOC(=O)\C=C\C=C\C,,,,,,,,,,468.7,,,,,,,,,,,,,,,,,
2396852,,,,,CCCCC/C=C/C(=O)OC,,,,,,,,,,387.0,,,,,,,,,,,,,,,,,
2398165,,,,,OC(=O)C1CC(C1)C(O)=O,,,,,,,,,,525.2,,,,-838100.0,,,,,,,,,,,,,
2398370,,,,,COc1cccc(Br)c1,,,,,,,,,,483.7,,,,,,,,,,,,58000.0,,,,,
2398654,,,,,CCCCCCCCCCCC(CCCCCCCC)c1ccccc1,,,,,,,,,,,,,291.05,,-476000.0,,,,,,,,,,,,
2398687,,,,,CCCCCCCCCCCCCCCCCCCCc1ccccc1,,,,,,,,,,,,,315.0,,,,,,,,,,,,,,
2398814,,,,,OC(=O)C1=C[NH+](O)C=CC1,,,,,,,,,,,,,,-377400.0,,-225100.0,,,,152300.0,,,,,,,
2398961,,,,,CN(C(=S)Oc1ccc2ccccc2c1)c3cccc(C)c3,,,,,,,,,,,,,384.0,,,,,,,,,,,,,,
23987328,,,,,[O-][N+](=O)c1cc(c(c(c1)[N+]([O-])=O)c2c(cc(c(N=Nc3c(cc(c(c4c(cc(cc4[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)c3[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)c2[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,,,,,,,,,,,,,,480300.0,,,,,,,,,,,,,
2400013,,,,,CCCCCCC(CCCCCC)c1ccccc1,,,,,,,,,,,,,244.95,,,,,,,,,,,,,,
2400024,,,,,CCCCCCCCCCCCCCCCCC(CC)c1ccccc1,,,,,,,,,,,,,,-548800.0,,,,,,,,,,,,,
2400046,,,,,CCCCCCCCCCCCCCCC(CCCC)c1ccccc1,,,,,,,,,,,,,267.0,,,,,,,,,,,,,,
2401221,,,,,Cc1ccc(Cl)c(I)c1,,,,,,,,,,522.2,,,,,,,,,,,,,,,,,
2401732,,,,,C[Si](C)(Cl)O[Si](C)(C)Cl,,,,,,,,,,,,,,,,,,,,,,,303.0,403.0,20.973211,3263.0762,-64.839
2402064,,,,,CC1CC1C,,,,,,,,,,301.5,,,123.4,,-30700.0,,,,,,,,,,,,
2402780,,,,,Clc1cccc(Cl)n1,,,,,,,,,,,,,,,,,,,,72000.0,,,,,,,
2403885,,,,,CC1(C)CC(O)CC(C)(C)N1,,,,,,,,,,486.7,,,,,,,,,,,,,,,,,
2404526,,,,,F[P](F)(F)=S,,,,,,,,,,,,,,,,-1009070.0,,,298.12,,,,,,,,
24041609,,,,,C[C@@H]1[C@@H](O)C[C@H]2C[C@@H]1C2(C)C,,,,,,,,,,,,,,,,-182000.0,,,,,,,,,,,
2407832,,,,,CCc1c(C)[nH]c(/C=C/2N=C(C)C(=C2C)CC)c1C,,,,,,,,,,,,,,-27000.0,,,,,,,,,,,,,
24070777,,,,,CC1CCCC1O,,,,,,,,,,421.13538,,,,,,,,,,,,,,,,,
2408379,,,,,CC1CCCC(C)(C)C1=O,,,,,,,,,,451.7,,,,,,,,,,,,,,,,,
2408380,,,,,Cc1cc(C)c(C(O)=O)c(C)c1C,,,,,,,,,,,,,,-507800.0,,-398100.0,,,,109700.0,,,,,,,
2409521,,,,,CCOC(=O)CC(=C)C(=O)OCC,,,,,,,,,,,,,,,,,,,,,,,324.4,501.1,22.038387,4824.5075,-42.961
2409554,,,,,Cc1ccc(O)c(c1)C(C)(C)C,,,,,,,,,,510.2,,,325.305,,,-215191.59,,,,82900.0,,65700.0,343.0,505.8,24.278204,6067.4292,-30.066
24094937,,,,,N#[Cr],,,,,,,,,,,,,,-117150.0,,505010.0,37.75,,230.55,,,,,,,,
2411361,,,,,CCCCCCCN(CCCCCCC)CCCCCCC,,,,,,,,,,603.15,,,,,,,,,,,,,,,,,
2415727,,,,,CCCC1CC1,,,,,,,,,,342.37922,,,,,,,,,,,,,,,,,
2416946,,,,,Cc1ccc(C)c(O)c1C,,,,,,,,,,,,,345.3761,,,,,,,86700.0,,,,,,,
2416980,,,,,CC(C)(C)c1cccc(c1O)c2ccccc2,,,,,,,,,,,,,,,-164000.0,-57030.0,,,,,,107100.0,,,,,
2417881,,,,,C\C=C(C)/C(C)=C/C,,,,,,,,,,386.65,,,,,,3100.0,,,,,,,,,,,
24203256,,,,,[Xe+],,,,,,,,,,,,,,,,,,,181.21,,,,,,,,
24203369,,,,,[K+],,,,,,,,,,,,,,,,,,,154.58,,,,,,,,
24203472,,,,,[Cl+],,,,,,,,,,,,,,,,,,,167.55,,,,,,,,
2421285,,,,,O=C1OC(=O)c2cc(ccc12)C(=O)c3ccc4C(=O)OC(=O)c4c3,,,,,,,,,,,,,,,,,350.2,,,,,,,,,,
2422868,,,,,C1C=CC2C=CC12,,,,,,,,,,,,,,,,264000.0,,,,,,,,,,,
2423010,,,,,CCCCC1=CCCC1,,,,,,,,,,427.932,,,,,,,,,,,,,,,,,
2423667,,,,,[O-][n+]1cc[n+]([O-])c2ccccc12,,,,,,,,,,,,,,115100.0,,227100.0,,,,112000.0,,,,,,,
2423849,,,,,[O-][n+]1cc[n+]([O-])cc1,,,,,,,,,,,,,574.0,116900.0,,166314.42,,,,93250.0,,,,,,,
24230088,,,,,CCCC(C)(C1CC1)O,,,,,,,,,,436.7,,,,,,,,,,,,,,,,,
2424013,,,,,CN(CC=C)CC=C,,,,,,,,,,385.0,,,,,,,,,,,,,,,,,
2424320,,,,,N#CC1(CC1(C#N)C#N)C#N,,,,,,,,,,,,,,596000.0,,,,,,,,,,,,,
2424922,,,,,[O-]C(=O)CCCCCCCCCCCCCCCCCCC([O-])=O,,,,,,,,,,,,,,,,,,,,168000.0,,,,,,,
2424988,,,,,CC(C)C(=O)OC=C,,,,,,,,,,,,,178.2,,,,,,,,,,,,,,
2425061,,,,,ClC(Cl)C(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,,,,,,,,,,,,,432.65525,,,,,,,,,,,,,,
2425107,,,,,CNC(=O)Oc1ccc(C)c(C)c1,,,,,,,,,,,,,351.37,,,,,,,,,,,,,,
2425549,,,,,CCCCCCCCCCCCCCCl,,,,,,,,,,,,,,,,,,,,,,86600.0,414.9,570.0,20.751058,4090.5217,-126.97
2425743,,,,,CC(C)(C)NC=O,,,,,,,,,,475.10576,,,,,,,,,,,,,,,,,
2425776,,,,,CCCCCCCCC(CO)CCCCCC,,,,,,,,,,,,,245.0,,,,,,,,,,,,,,
24251863,,,,,CCCCC(CC)CCC(CC)CCCC,,,,,,,,,,,,,181.0,,,,,,,,,,,,,,
24253256,,,,,CC(C)(CC=C)C=C,,,,,,,,,,374.8,,,,,,,,,,,,,,,,,
2426075,,,,,C(CCC1CO1)CC2CO2,,,,,,,,,,513.2,,,,,,,,,,,,,,,,,
2426086,,,,,CCCCOCC1CO1,,,,,,,,,,438.2,,,,,-345000.0,-291846.79,,,,,,53330.0,,,,,
24298177,,,,,[Br-].CCCCCCCC[N+](CCC)(CCCCCCCC)CCCCCCCC,,,,,,,,,,,,,351.0,,,,,,,,,,,,,,
243174,,,,,C1c2ccccc2c3cc4ccccc4cc13,,,,,,,,,,674.2,,,489.47175,,,,,,,,,97500.0,,,,,
243243,,,,,o1c2ccccc2cc3c1cc4ccccc34,,,,,,,,,,,,,,,,200000.0,,,,129400.0,,,,,,,
243425,,,,,o1c2ccccc2c3cc4ccccc4cc13,,,,,,,,,,,,,479.3,,,,,,,,,,,,,,
24304005,,,,,N#[Al],,,,,,,,,,,,,,-317980.0,,523000.0,20.14,,228.5,,,,,,,,
24306181,,,,,CCCCCCCCC(CCCCCCCC)=CCCCCCCC,,,,,,,,,,,,,233.15,,,,,,,,,,,,,,
2432113,,,,,Oc1c(cccc1c2ccccc2)c3ccccc3,,,,,,,,,,,,,,,,,,,,119100.0,,,,,,,
2432395,,,,,CCC(C)SC(=O)C,,,,,,,,,,423.0,,,,,,,,,,,,,,,,,
2432873,,,,,CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC,,,,,,,,,,,,,,,,,,,,,,120800.0,,,,,
2432884,,,,,CCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCCCCCC,,,,,,,,,,,,,,,,,,,,,,154500.0,,,,,
2432895,,,,,CCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCCCC,,,,,,,,,,,,,,,,,,,,,,138700.0,,,,,
24327080,,,,,O=C1OC(=O)C2C3CCC(C=C3)C12,,,,,,,,419.2,,,,,,,,,,,,,,,,,,,
2433967,,,,,CCCCCCCCCCCCCCCCCCCCCCC(O)=O,,,,,,,,,,,,,340.79241,,,,,,,,,,,,,,
24331097,,,,,N#CC(C#N)(C#N)C#N,,,,,,,,,,,,,,611600.0,,672800.0,,,,61150.0,,,,,,,
24331713,,,,,CN(C)C(=O)C(C)(C)C,,,,,,,,,,,,,,-341200.0,,-286100.0,,,,55100.0,,,,,,,
24356012,,,,,[CH2-]C1=CC=CC=C1.[CH2-]C1=CC=CC=C1.[CH2-]C1=CC=CC=C1.[CH2-]C1=CC=CC=C1.[Zr+4],,,,,,,,,,,,,,270000.0,,357000.0,,,,87900.0,,,,,,,
2436795,,,,,CCOC(=O)c1[nH]c(C)c(c1C)C(=O)OCC,,,,,,,,,,,,,,-916700.0,,,,,,,,,,,,,
2436842,,,,,CC(C)CC=CC(=C)C,,,,,,,,,,414.0,,,,,,,,,,,,,,,,,
2436853,,,,,CN(C)c1ccc2ccccc2c1,,,,,,,,,,578.16597,,,,,,,,,,,,,,,,,
2436900,,,,,CC(CCC=C(C)C)C=C,,,,,,,,,,432.0,,,,,,,,,,,,,,,,,
2436922,,,,,Cc1cnc2ccccc2c1C,,,,,,,,,,,,,346.10956,,,,,,,,,,,,,,
2436933,,,,,Cc1cc(C)c2ncccc2c1,,,,,,,,,,541.7,,,,,,,,,,,,,,,,,
2437254,,,,,CCCCCCCCCCCC#N,,,,,,,,,,550.2,,,276.91578,,,,,,,,,75331.78,440.9,555.3,21.198036,4282.7622,-106.456
2437561,,,,,CCCCCCCCCCCC=C,,,,,,,,,,505.39905,,,250.3,,,,,,,,,65300.0,415.8,505.81,20.977771,3856.2337,-97.936
2437663,,,,,Cc1cc(C)c(C)c(c1)C(O)=O,,,,,,,,,,,,,,-488900.0,,-382200.0,,,,106700.0,,,,,,,
2437721,,,,,Cc1nc2ccccc2c(C)c1C,,,,,,,,,,536.0,,,,,,,,,,,,,,,,,
2437765,,,,,CC(C)c1ccc(C)c(Br)c1,,,,,,,,,,507.49975,,,,,,,,,,,,,,,,,
2438042,,,,,CC(C)c1ccccc1C(O)=O,,,,,,,,,,,,,336.2,-460200.0,,-359200.0,,,,101000.0,,,,,,,
2438053,,,,,CCCc1ccc(cc1)C([O-])=O,,,,,,,,,,,,,422.0,,,,,,,109100.0,,,,,,,
2438326,,,,,CN(C)CC[C@@H](c1ccc(Cl)cc1)c2ccccn2.OC(=O)\C=C/C(O)=O,,,,,,,,,,,,,406.0,,,,,,,,,,,,,,
24385248,,,,,CCCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C,,,,,,,,,,,,,365.0,,,,,,,,,,,,,,
2439012,,,,,Cc1ccc2nc3SC(=O)Sc3nc2c1,,,,,,,,,,,,,443.68,,,,,,,,,,,,,,
2439103,,,,,CCCCCCCCCCCCN=C(N)N.CC(O)=O,,,,,,,,,,,,,410.64,,,,,,,,,,,,,,
2439556,,,,,CCCCCCCCCCCCCCCCCCNC,,,,,,,,,,,,,314.65,,,,,,,,,,,,,,
2439794,,,,,CC12CCCCC1C2,,,,,,,,,,,,,,,-60000.0,-20800.0,,,,,,39200.0,,,,,
24398887,,,,,CCOC(=O)c1cccc(Br)c1,,,,,,,,,,534.12218,,,,,,,,,,,,,,,,,
2440224,,,,,Cc1ccc(O)c(c1)n2nc3ccccc3n2,,,,,,,,,,,,,,56300.0,,,,,,,,,,,,,
2440406,,,,,CCC[Hg]Cl,,,,,,,,,,,,,,-171800.0,,,,,,,,,,,,,
2440428,,,,,CC[Hg]I,,,,,,,,,,,,,,-65200.0,,14300.0,,,,79500.0,,,,,,,
24410842,,,,,CCOC(=O)\C=C\CC,,,,,,,,,,,,,,,-442000.0,-394000.0,,,,,,48000.0,,,,,
2443461,,,,,C1c2ccccc1cccc2,,,,,,,,,,,,,,,254000.0,321601.95,,,,,,60875.0,,,,,
2445729,,,,,CCCCCOC(=O)C(C)C,,,,,,,,,,416.0,,,,,,,,,,,,,,,,,
2445763,,,,,CCCCCCOC(=O)CC,,,,,,,,,,458.89294,,,215.7,,,,,,,,,,,,,,
2445821,,,,,CC1=Cc2ccccc2OC1=O,,,,,,,,,,565.7,,,,,,,,,,,,,,,,,
2446697,,,,,CCCCCCc1ccc(O)cc1,,,,,,,,,,,,,302.15,,,,,,,,,,,,,,
24470766,,,,,CC(C)C[Hg]CC(C)C,,,,,,,,,,,,,,,-101900.0,-38300.0,,,,,,63600.0,,,,,
24473061,,,,,CC(C)(C)C(=O)COc1ccc(Cl)cc1,,,,,,,,,,,,,333.95,,,,,,,,,,,,,,
2449107,,,,,CCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCC,,,,,,,,,,,,,274.0,,,,,,,,,106400.0,,,,,
2450717,,,,,[Cl-].[NH3+]CC#C,,,,,,,,,,356.2,,,,,206000.0,,,,,,,,,,,,
2451798,,,,,CCCCOC(=O)c1cc(C(=O)OCCCC)c(cc1C(=O)OCCCC)C(=O)OCCCC,,,,,,,,,,,,,,,-1752600.0,,,,,,,,,,,,
2452848,,,,,OCCN(CCO)c1ccc(cc1)N=Nc2ccccc2,,,,,,,,,,,,,407.0,,,,,,,,,,,,,,
2452995,,,,,CC1CCCC1C,,,,,,,,,,370.0,,,,,,,,269.9,,,,,,,,,
24526178,,,,,C1CCC2NC3CCCCC3CC2C1,,,,,,,,,,,,,,-252600.0,,,,,,,,,,,,,
2453001,,,,,CC1CCC(C)C1,,,,,,,,,,364.30361,,,133.20517,,,,,,,,,,,,,,
24544045,,,,,CC(C)c1cccc(C(C)C)c1N,,,,,,,,,,530.2,,,,,,,,,,,,69500.0,,,,,
24549062,,,,,CCc1cccc(C)c1N,,,,,,,,,,504.2,,,,,,,,,,,,,,,,,
24551959,,,,,CCCCC(CCCC)C(=O)OC,,,,,,,,,,479.15,,,,,,,,,,,,,,,,,
24551993,,,,,CCCCN(C)CCC,,,,,,,,,,411.15,,,,,,,,,,,,,,,,,
2456431,,,,,C1CCC(CC1)C2CCCCC2C3CCCCC3,,,,,,,,,,,,,270.0,,,,,,,,,,,,,,
2457478,,,,,Clc1cncc(Cl)c1,,,,,,,,,,,,,,,,,,,,67300.0,,,,,,,
2458120,,,,,Cc1ccc(cc1N)C(O)=O,,,,,,,,,,,,,,,,,,,,119400.0,,,,,,,
2459076,,,,,COC(=O)c1ccccn1,,,,,,,,,,,,,,,,,,,,,,65550.0,,,,,
2459098,,,,,COC(=O)c1ccncc1,,,,,,,,,,481.2,,,,,,,,,,,,62400.0,,,,,
2459258,,,,,COC(=O)c1ccc2ccccc2c1,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,
24599573,,,,,O=C1CC=CC=C1,,,,,,,,,,,,,,,,-70000.0,,,,,,,,,,,
246424,,,,,[nH]1c2nc3cccc(c3)nc4[nH]c(nc5cccc(c5)nc1c6ccccc26)c7ccccc47,,,,,,,,,,,,,,627500.0,,,,,,,,,,,,,
2461407,,,,,CCCC(=O)OCC1CO1,,,,,,,,,,,,,,,-560400.0,-501700.0,,,,,,58466.032,,,,,
24623776,,,,,O[Al]=O,,,,,,,,,,,,,,,,-460240.0,,,254.15,,,,,,,,
2463845,,,,,CO[P](=S)(OC)Oc1ccc(cc1Cl)[N+]([O-])=O,,,,,,,,,,,,,323.39347,,,,,,,,,,,,,,
24646853,,,,,N#[V],,,,,,,,,,,,,,-217150.0,,523000.0,37.25,,233.38,,,,,,,,
2465567,,,,,[CH2],,,,,,,,,,,,,,,,386390.0,,,193.93,,,,,,,,
24650428,,,,,COC(OC)(C(=O)c1ccccc1)c2ccccc2,,,,,,,,,,,,,338.5,,,,,,,,,,,,,,
24691767,,,,,CC1=C(CCCO1)C(=O)Nc2ccccc2,,,,,,,,,,,,,381.4,,,,,,,,,,,,,,
2470680,,,,,CCCCCCCNCCCCCCC,,,,,,,,,,547.0134,,,276.30063,,,,,,,,,,,,,,
2473010,,,,,CCCCCCCCCCl,,,,,,,,,,476.69118,,,,,,,,,,,,55900.0,342.3,478.0,20.874154,3654.0575,-87.645
2473032,,,,,CCCCCCCCCCCCl,,,,,,,,,,,,,,,,,,,,,,69183.912,374.6,518.6,20.947515,3944.8463,-99.784
24765579,,,,,CCCCC(CCCC)(CO)CO,,,,,,,,,,437.0,,,,,,,,,,,,,,,,,
24774581,,,,,CC(Br)CCC(C)Br,,,,,,,,,,481.15,,,311.15,,,,,,,,,,,,,,
24776441,,,,,C1=CC=C(C=C1)C(=O)C2=CC=C(C3=CC=CC=C32)O,,,,,,,,,,,,,440.5,,,,,,,,,,,,,,
2482577,,,,,CCC(CBr)O,,,,,,,,,,,,,,,,,,,,,,,296.9,418.0,25.626805,5344.6615,-39.063
24823812,,,,,CCC(OC)(OC)OC,,,,,,,,,,,,,,,-634200.0,-591700.0,,,,,,42500.0,,,,,
2484164,,,,,CC1=Cc2ccccc2C=C(C)C1=O,,,,,,,,,,,,,,-80500.0,,-3000.0,,,,,,,,,,,
2486706,,,,,Cc1cc(ccc1N)C(O)=O,,,,,,,,,,,,,,,,,,,,122000.0,,,,,,,
2487903,,,,,CO[Si](OC)OC,,,,,,,,,,,,,158.35,,,,,,,,,,,,,,
2489863,,,,,C=CCc1cccc2ccccc12,,,,,,,,,,539.2,,,,,,,,,,,,,,,,,
24893354,,,,,CC(CO)C(C)(C)O,,,,,,,,,,347.1,,,241.2,,,,,,,,,,,,,,
24910632,,,,,C\C=C(/C)C(C)C,,,,,,,,,,359.86456,,,,,,,,,,,,,,,,,
2493847,,,,,CCCCCCCCOc1ccc(cc1)C(O)=O,,,,,,,,,,,,,,,,,,,,163000.0,,,,,,,
24931666,,,,,C/C=C/C[S](=O)(=O)c1ccc(C)cc1,,,,,,,,,,,,,,-348100.0,,-241000.0,,,,108000.0,,,,,,,
24932487,,,,,Cc1cc(Br)c(Br)cc1C,,,,,,,,,,551.2,,,,,,,,,,,,,,,,,
2495321,,,,,C=CC(=C)C(C)(C)C,,,,,,,,,,376.52738,,,,,,,,,,,,,,,,,
24959679,,,,,[Br-],,,,,,,,,,,,,,,,,,,163.49,,,,,,,,
2496211,,,,,CCCCC1=CC=C(C=C1)N=NC2=CC=C(C=C2)O,,,,,,,,,,,,,352.0,,,,,,,,,,,,,,
24964645,,,,,O=Cc1cccc(c1)C#N,,,,,,,,,,483.2,,,,,,,,,,,,,,,,,
24965842,,,,,CC1CCCCC1=O,,,,,,,,,,438.2,,,,,,,,,,,,,,,,,
24965875,,,,,CC1CCCC(=O)C1,,,,,,,,,,439.2,,,,,,,,,,,,,,,,,
2497189,,,,,CCC\C=C/COC(C)=O,,,,,,,,,,438.37018,,,,,,,,,,,,,,,,,
2497918,,,,,OC(=O)c1cc(cc(c1Cl)[N+]([O-])=O)[N+]([O-])=O,,,,,,,,,,513.7,,,,,,,,,,,,,,,,,
24973599,,,,,CC(C)(C)c1cc(c(N=O)c(c1)C(C)(C)C)C(C)(C)C,,,,,,,,,,,,,,-208400.0,,-117400.0,,,,91000.0,,,,,,,
24979973,,,,,C1CCOC1,,,,,,,,,,,,,,,,,83.06,,,,,,,,,,
24979984,,,,,C=CCC(C)C,,,,,,,,,,,,,,,,,151.5,,,,,,,,,,
2498206,,,,,[I-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,,,,,,,,,,,,,412.2,,,,,,,,,,,,,,
2498660,,,,,O=C1c2ccccc2C(=O)c3c4ccccc4ccc13,,,,,,,,,,,,,,,,,,,,82800.0,,,,,,,
2499594,,,,,CCCCCCCCOC(=O)C=C,,,,,,,,,,,,,,,,,,,,,,,331.7,500.0,24.391376,6381.3314,-4.306
24991433,,,,,C=CC=C.C=CC,,,,,,,,,,,,,,,,,,209.0,,,,,,,,,
24993086,,,,,[H+].[H+].[H+].[H+].[H+].[H+].[F-].[F-].[F-].[F-].[F-].[F-],,,,,,,,,,,,,,,,-1807660.0,,,466.39,,,,,,,,
250215,,,,,C1CC2C3CCC1C23,,,,,,,,,,,,,,,,,,,,,,39100.0,,,,,
25014317,,,,,CC(=C)c1ccccc1,,,,,,,,,,,,,,,,,134.7,,,,,,,,,,
25022553,,,,,[Na+].CC(C)N(C(C)C)C([S-])=S,,,,,,,,,,,,,,,,-17900.0,,,,,,,,,,,
25036322,,,,,C=C[Si](C)(C)C,,,,,,,,,,,,,,,,,200.93953,,,,,,,,,,
25037325,,,,,OCCO.OC(=O)CCCCCCCCC(O)=O,,,,,,,,,,,,,342.0,,,,,,,,,,,,,,
25037585,,,,,C1COC1=O,,,,,,,,,,,,,,,,,,111.0,,,,,,,,,
25038442,,,,,[BH]C=CN1C(CCC1=O)COCC2=CC=C(S2)C3=NNN=N3.[BH]C=CN1C(CCC1=O)COCC2=CC=C(S2)C3=NNN=N3,,,,,,,,,,,,,,,,,91.23,,,,,,,,,,
25038544,,,,,CCCCCC(N)=O,,,,,,,,,,,,,,,,,173.0,,,,,,,,,,
2505035,,,,,C=C1CCCCCC1,,,,,,,,,,409.05048,,,,,,,,,,,,,,,,,
25057890,,,,,CC(C)N1C(=O)c2ccccc2N[S]1(=O)=O,,,,,,,,,,,,,412.81,,,,,,,,,,,,,,
25063278,,,,,[Ge].[CH2]CCC[O-].[CH2]CCC[O-].[CH2]CCC[O-].[CH2]CCC[O-],,,,,,,,,,,,,,,,,,,,,,80400.0,,,,,
25066368,,,,,COC(=O)OC1CCCCC1,,,,,,,,,,,,,,-709000.0,,-663200.0,,,,45800.0,,,,,,,
25067065,,,,,C=CCCCC,,,,,,,,,,,,,,,,,171.3,,,,,,,,,,
25067645,,,,,C1COCO1,,,,,,,,,,,,,,,,,112.4,,,,,,,,,,
25068013,,,,,C=C.C=CC=C,,,,,,,,,,,,,333.0,,,,148.9,,,,,,,,,,
2507553,,,,,CCCCCCCCCCCCC(O)C(O)=O,,,,,,,,,,,,,353.4,,,,,,,,,,,,,,
2508294,,,,,[NH3+]CCCCCO,,,,,,,,,,494.7,,,,,,,,,,,,,,,,,
25085534,,,,,C=CC,,,,,,,,,,,,,,,,,75.109336,,,,,,,,,,
25093485,,,,,C=CC1CC2CC1C=C2,,,,,,,,,,,,,,,114800.0,157000.0,,,,,,42200.0,,,,,
2510954,,,,,N#CC(=C\c1ccccc1)/c2ccccc2,,,,,,,,,,,,,,352567.11,,,,,,,,,,,,,
2510987,,,,,CC(=C(C)C1=CC=CC=C1)C2=CC=CC=C2,,,,,,,,,,,,,379.0,,,,,,,,,,,,,,
2510998,,,,,CCOC(=O)C(C)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,64000.0,,,,,
25103871,,,,,OCCCCO.OC(=O)CCCCC(O)=O,,,,,,,,,,,,,,,,,334.9,,,,,,,,,,
2511913,,,,,CCCCCC1CC1,,,,,,,,,,401.0,,,,,,,,,,,,,,,,,
2511924,,,,,CCCCC1CC1C,,,,,,,,,,395.0,,,,,,,,,,,,,,,,,
25116807,,,,,C1CCN(CC1)SN2CCCCC2,,,,,,,,,,,,,,,,,,,,50000.0,,,,,,,
25117242,,,,,CCCCCCCCCCC(C)CCC,,,,,,,,,,,,,240.3,,,,,,,,,,,,,,
25117311,,,,,CCCCCCCCC(C)CCCC,,,,,,,,,,,,,219.6,,,,,,,,,,,,,,
25117322,,,,,CCCCCCCCCC(C)CCCC,,,,,,,,,,,,,223.9,,,,,,,,,,,,,,
25117333,,,,,CCCCCCCCCCC(C)CCCC,,,,,,,,,,,,,239.8,,,,,,,,,,,,,,
25117355,,,,,CCCCCCCCCCCCCC(C)CCCC,,,,,,,,,,,,,260.0,,,,,,,,,,,,,,
25117742,,,,,CCOc1ccc(cc1)C#N,,,,,,,,,,531.2,,,,,,,,,,,,,,,,,
25117753,,,,,CCOc1cccc(c1)C#N,,,,,,,,,,515.7,,,,,,,,,,,,,,,,,
25144041,,,,,C[C@@H]1CCC[C@H]1O,,,,,,,,,,416.0,,,,,,,,,,,,,,,,,
25144052,,,,,C[C@H]1CCC[C@H]1O,,,,,,,,,,,,,,,-344000.0,,,,,,,,,,,,
25148010,,,,,CCC1=CCC(=C1)C,,,,,,,,,,408.0,,,,,,,,,,,,,,,,,
25154534,,,,,COC(C)OC,,,,,,,,,,,,,,,-419990.0,-389700.0,,,,,,,,,,,
25155151,,,,,CC(C)c1ccccc1C,,,,,,,,,,449.9151,,,,,,,,,,,,,,,,,
25155297,,,,,NC(=O)N(CO)CO,,,,,,,,,,,,,,-717050.0,,,,,,,,,,,,,
2516349,,,,,NC1CCC1,,,,,,,,,,355.10293,,,,,5610.0,41000.0,,,,,,35700.0,,,,,
